Year,Area Name,Species Name Common,Average Exvessel Price per Pound
1998,Prince William Sound,Sockeye,1.486952534
1998,Southeast,                             Pink,0.179751529
1998,Southeast,        Chum,0.184030318
1998,Southeast,        Coho,0.67327278
1998,Southeast,Chinook,1.148203657
1998,Southeast,Sockeye,1.358186424
1998,Yukon,        Chum,0.139566744
1998,Yukon,Chinook,2.534036732
1999,Alaska Peninsula,                             Pink,0.135818793
1999,Alaska Peninsula,        Chum,0.115852981
1999,Alaska Peninsula,        Coho,0.29669206
1999,Alaska Peninsula,Chinook,0.460264278
1999,Alaska Peninsula,Sockeye,1.174454985
1999,Bristol Bay,                             Pink,0.087947883
1999,Bristol Bay,        Chum,0.101529374
1999,Bristol Bay,        Coho,0.720330301
1999,Bristol Bay,Chinook,0.527602672
1999,Bristol Bay,Sockeye,0.843388143
1999,Cook Inlet,                             Pink,0.162979615
1999,Cook Inlet,        Chum,0.179081267
1999,Cook Inlet,        Coho,0.454193274
1999,Cook Inlet,Chinook,1.190405101
1999,Cook Inlet,Sockeye,1.329980653
1999,Kodiak,                             Pink,0.140955369
1999,Kodiak,        Chum,0.185597061
1999,Kodiak,        Coho,0.405752688
1999,Kodiak,Chinook,0.680800056
1999,Kodiak,Sockeye,1.080458503
1999,Kuskokwim,        Chum,0.109828958
1999,Kuskokwim,        Coho,0.371134607
1999,Kuskokwim,Chinook,0.342272919
1999,Kuskokwim,Sockeye,0.615249579
1999,Prince William Sound,                             Pink,0.142338404
1999,Prince William Sound,        Chum,0.259287291
1999,Prince William Sound,        Coho,0.582477534
1999,Prince William Sound,Chinook,4.196449164
1999,Prince William Sound,Sockeye,1.685003175
1999,Southeast,                             Pink,0.171219999
1999,Southeast,        Chum,0.205425018
1999,Southeast,        Coho,0.967009557
1999,Southeast,Chinook,1.647953679
1999,Southeast,Sockeye,1.126148735
1999,Yukon,        Chum,0.187639762
1999,Yukon,        Coho,0.345713323
1999,Yukon,Chinook,3.706478995
2000,Alaska Peninsula,                             Pink,0.128000251
2000,Alaska Peninsula,        Chum,0.118692776
2000,Alaska Peninsula,        Coho,0.274670871
2000,Alaska Peninsula,Chinook,0.465605543
2000,Alaska Peninsula,Sockeye,0.905368878
2000,Bristol Bay,                             Pink,0.075279775
2000,Bristol Bay,        Chum,0.087700819
2000,Bristol Bay,        Coho,0.411160283
2000,Bristol Bay,Chinook,0.456268927
2000,Bristol Bay,Sockeye,0.668080773
2000,Cook Inlet,                             Pink,0.137564101
2000,Cook Inlet,        Chum,0.234893773
2000,Cook Inlet,        Coho,0.458434549
2000,Cook Inlet,Chinook,1.209701761
2000,Cook Inlet,Sockeye,0.882320039
2000,Kodiak,                             Pink,0.143773019
2000,Kodiak,        Chum,0.217148811
2000,Kodiak,        Coho,0.487549445
2000,Kodiak,Chinook,0.662445202
2000,Kodiak,Sockeye,0.894346357
2000,Prince William Sound,                             Pink,0.147452757
2000,Prince William Sound,        Chum,0.255953046
2000,Prince William Sound,        Coho,0.466606088
2000,Prince William Sound,Chinook,3.84438805
2000,Prince William Sound,Sockeye,1.402892696
2000,Southeast,                             Pink,0.176234037
2000,Southeast,        Chum,0.290143385
2000,Southeast,        Coho,0.783868324
2000,Southeast,Chinook,1.972403342
2000,Southeast,Sockeye,0.905531619
2000,Yukon,        Chum,0.162709613
2000,Yukon,Chinook,4.373259184
2001,Alaska Peninsula,                             Pink,0.106847393
2001,Alaska Peninsula,        Chum,0.119354021
2001,Alaska Peninsula,        Coho,0.166502507
2001,Alaska Peninsula,Chinook,0.268204115
2001,Alaska Peninsula,Sockeye,0.53861169
2001,Bristol Bay,                             Pink,0.085209003
2001,Bristol Bay,        Chum,0.113719385
2001,Bristol Bay,        Coho,0.32671857
2001,Bristol Bay,Chinook,0.306308002
2001,Bristol Bay,Sockeye,0.422370426
2001,Chignik,        Chum,0.172846303
2001,Chignik,        Coho,0.248632476
2001,Chignik,Sockeye,0.684476896
2001,Cook Inlet,                             Pink,0.133841906
2001,Cook Inlet,        Chum,0.290090928
2001,Cook Inlet,        Coho,0.29519779
2001,Cook Inlet,Chinook,1.085027928
2001,Cook Inlet,Sockeye,0.650588727
2001,Kodiak,                             Pink,0.118690993
2001,Kodiak,        Chum,0.319150247
2001,Kodiak,        Coho,0.24023458
2001,Kodiak,Chinook,0.719563402
2001,Kodiak,Sockeye,0.701826371
2001,Kuskokwim,        Chum,0.110147124
2001,Kuskokwim,        Coho,0.29101113
2001,Kuskokwim,Chinook,0.399056911
2001,Kuskokwim,Sockeye,0.386203972
2001,Prince William Sound,                             Pink,0.137412948
2001,Prince William Sound,        Chum,0.400723004
2001,Prince William Sound,        Coho,0.309384797
2001,Prince William Sound,Chinook,3.714836974
2001,Prince William Sound,Sockeye,1.112768534
2001,Southeast,                             Pink,0.138967892
2001,Southeast,        Chum,0.388785154
2001,Southeast,        Coho,0.625866667
2001,Southeast,Chinook,1.6880531
2001,Southeast,Sockeye,0.855187868
2002,Alaska Peninsula,        Coho,0.123016879
2002,Alaska Peninsula,Chinook,0.28900872
2002,Bristol Bay,                             Pink,0.062155542
2002,Bristol Bay,        Chum,0.092048821
2002,Bristol Bay,        Coho,0.315559273
2002,Bristol Bay,Chinook,0.333170809
2002,Bristol Bay,Sockeye,0.490969489
2002,Chignik,                             Pink,0.086306326
2002,Chignik,        Chum,0.113197339
2002,Chignik,        Coho,0.146958802
2002,Chignik,Chinook,0.290474271
2002,Chignik,Sockeye,0.728812009
2002,Cook Inlet,                             Pink,0.071487612
2002,Cook Inlet,        Chum,0.135001017
2002,Cook Inlet,        Coho,0.21908419
2002,Cook Inlet,Chinook,1.151526524
2002,Cook Inlet,Sockeye,0.562882021
2002,Kodiak,                             Pink,0.085986908
2002,Kodiak,        Chum,0.161629334
2002,Kodiak,        Coho,0.177659924
2002,Kodiak,Chinook,0.368261635
2002,Kodiak,Sockeye,0.614608971
2002,Kuskokwim,        Chum,0.100187218
2002,Kuskokwim,        Coho,0.205452545
2002,Kuskokwim,Chinook,0.397762518
2002,Kuskokwim,Sockeye,0.398423633
2002,Prince William Sound,                             Pink,0.116485568
2002,Prince William Sound,        Chum,0.159358367
2002,Prince William Sound,        Coho,0.355758598
2002,Prince William Sound,Chinook,3.514989936
2002,Prince William Sound,Sockeye,1.080897968
2002,Southeast,                             Pink,0.096658901
2002,Southeast,        Chum,0.216769456
2002,Southeast,        Coho,0.417649255
2002,Southeast,Chinook,1.127528135
2002,Southeast,Sockeye,0.759784861
2002,Yukon,        Chum,0.610235498
2002,Yukon,Chinook,3.333033094
2003,Bristol Bay,                             Pink,0.067404712
2003,Bristol Bay,        Chum,0.080003283
2003,Bristol Bay,        Coho,0.266703089
2003,Bristol Bay,Chinook,0.322578995
2003,Bristol Bay,Sockeye,0.51388662
2003,Cook Inlet,                             Pink,0.069747571
2003,Cook Inlet,        Chum,0.13244099
2003,Cook Inlet,        Coho,0.271971643
2003,Cook Inlet,Chinook,1.147248917
2003,Cook Inlet,Sockeye,0.64794817
2003,Kodiak,                             Pink,0.087809411
2003,Kodiak,        Chum,0.13923433
2003,Kodiak,        Coho,0.19984596
2003,Kodiak,Chinook,0.35484815
2003,Kodiak,Sockeye,0.603247581
2003,Prince William Sound,                             Pink,0.099008675
2003,Prince William Sound,        Chum,0.178742928
2003,Prince William Sound,        Coho,0.469273361
2003,Prince William Sound,Chinook,3.478758425
2003,Prince William Sound,Sockeye,1.087388475
2003,Southeast,                             Pink,0.095765292
2003,Southeast,        Chum,0.204927102
2003,Southeast,        Coho,0.638250238
2003,Southeast,Chinook,1.175159112
2003,Southeast,Sockeye,0.891101019
2003,Yukon,        Chum,0.112821149
2003,Yukon,        Coho,0.141007472
2003,Yukon,Chinook,2.336882875
2004,Alaska Peninsula,        Coho,0.159093337
2004,Alaska Peninsula,Chinook,0.271309093
2004,Alaska Peninsula,Sockeye,0.572586226
2004,Bristol Bay,                             Pink,0.086984014
2004,Bristol Bay,        Chum,0.085459803
2004,Bristol Bay,        Coho,0.314616372
2004,Bristol Bay,Chinook,0.37368909
2004,Bristol Bay,Sockeye,0.513509793
2004,Chignik,Sockeye,0.941167667
2004,Cook Inlet,                             Pink,0.087976767
2004,Cook Inlet,        Chum,0.167180842
2004,Cook Inlet,        Coho,0.345839811
2004,Cook Inlet,Chinook,1.119989787
2004,Cook Inlet,Sockeye,0.719496065
2004,Kodiak,                             Pink,0.095917266
2004,Kodiak,        Chum,0.122800567
2004,Kodiak,        Coho,0.270983262
2004,Kodiak,Chinook,0.514919228
2004,Kodiak,Sockeye,0.653546491
2004,Prince William Sound,                             Pink,0.119956741
2004,Prince William Sound,        Chum,0.216437741
2004,Prince William Sound,        Coho,0.704045417
2004,Prince William Sound,Chinook,4.674822443
2004,Prince William Sound,Sockeye,1.381008003
2004,Southeast,                             Pink,0.109327335
2004,Southeast,        Chum,0.228239442
2004,Southeast,        Coho,0.925759639
2004,Southeast,Chinook,2.085695433
2004,Southeast,Sockeye,0.865846413
2004,Yukon,        Chum,0.103627697
2004,Yukon,Chinook,2.580248971
2005,Alaska Peninsula,        Coho,0.249543641
2005,Alaska Peninsula,Chinook,0.377711877
2005,Alaska Peninsula,Sockeye,0.650606554
2005,Bristol Bay,                             Pink,0.018682487
2005,Bristol Bay,        Chum,0.105629215
2005,Bristol Bay,        Coho,0.294303041
2005,Bristol Bay,Chinook,0.583961286
2005,Bristol Bay,Sockeye,0.623506642
2005,Cook Inlet,                             Pink,0.102770635
2005,Cook Inlet,        Chum,0.230296093
2005,Cook Inlet,        Coho,0.51642324
2005,Cook Inlet,Chinook,1.226829835
2005,Cook Inlet,Sockeye,0.940193641
2005,Kodiak,                             Pink,0.120096152
2005,Kodiak,        Chum,0.201988793
2005,Kodiak,        Coho,0.420524954
2005,Kodiak,Chinook,0.760731968
2005,Kodiak,Sockeye,0.802335504
2005,Prince William Sound,                             Pink,0.11952657
2005,Prince William Sound,        Chum,0.300987382
2005,Prince William Sound,        Coho,0.764074568
2005,Prince William Sound,Chinook,4.721835978
2005,Prince William Sound,Sockeye,1.566719293
2005,Southeast,                             Pink,0.12173681
2005,Southeast,        Chum,0.309959754
2005,Southeast,        Coho,0.955264957
2005,Southeast,Chinook,2.495891977
2005,Southeast,Sockeye,1.06453007
2005,Yukon,        Chum,0.250251882
2005,Yukon,        Coho,0.228667261
2005,Yukon,Chinook,3.411522754
2006,Alaska Peninsula,                             Pink,0.134890303
2006,Alaska Peninsula,        Chum,0.163714181
2006,Alaska Peninsula,        Coho,0.306388987
2006,Alaska Peninsula,Chinook,0.691485421
2006,Alaska Peninsula,Sockeye,0.663480356
2006,Bristol Bay,                             Pink,0.034577031
2006,Bristol Bay,        Chum,0.115211705
2006,Bristol Bay,        Coho,0.375131169
2006,Bristol Bay,Chinook,0.712774399
2006,Bristol Bay,Sockeye,0.662923338
2006,Cook Inlet,                             Pink,0.12231411
2006,Cook Inlet,        Chum,0.304273387
2006,Cook Inlet,        Coho,0.656185254
2006,Cook Inlet,Chinook,1.886426776
2006,Cook Inlet,Sockeye,1.070709382
2006,Kodiak,                             Pink,0.163624089
2006,Kodiak,        Chum,0.334250563
2006,Kodiak,        Coho,0.661812862
2006,Kodiak,Chinook,0.93733327
2006,Kodiak,Sockeye,0.839181374
2006,Prince William Sound,                             Pink,0.172339763
2006,Prince William Sound,        Chum,0.365241944
2006,Prince William Sound,        Coho,0.812245097
2006,Prince William Sound,Chinook,5.043982514
2006,Prince William Sound,Sockeye,1.608065068
2006,Southeast,                             Pink,0.1672975
2006,Southeast,        Chum,0.351330502
2006,Southeast,        Coho,1.554935015
2006,Southeast,Chinook,3.647163522
2006,Southeast,Sockeye,1.135651629
2006,Yukon,        Chum,0.196022883
2006,Yukon,        Coho,0.199763603
2006,Yukon,Chinook,3.948172761
2007,Alaska Peninsula,                             Pink,0.156330725
2007,Alaska Peninsula,        Chum,0.168471352
2007,Alaska Peninsula,        Coho,0.300073155
2007,Alaska Peninsula,Chinook,0.626911952
2007,Alaska Peninsula,Sockeye,0.732971124
2007,Bristol Bay,        Chum,0.132318086
2007,Bristol Bay,        Coho,0.405825846
2007,Bristol Bay,Chinook,0.637460239
2007,Bristol Bay,Sockeye,0.671065886
2007,Cook Inlet,                             Pink,0.117307642
2007,Cook Inlet,        Chum,0.209295062
2007,Cook Inlet,        Coho,0.555798469
2007,Cook Inlet,Chinook,2.02114261
2007,Cook Inlet,Sockeye,1.001962717
2007,Kodiak,                             Pink,0.180389934
2007,Kodiak,        Chum,0.351986952
2007,Kodiak,        Coho,0.597640593
2007,Kodiak,Chinook,0.891169716
2007,Kodiak,Sockeye,0.99865827
2007,Prince William Sound,                             Pink,0.190738963
2007,Prince William Sound,        Chum,0.344826432
2007,Prince William Sound,        Coho,0.818313113
2007,Prince William Sound,Chinook,4.570092767
2007,Prince William Sound,Sockeye,1.55036867
2007,Southeast,                             Pink,0.208751102
2007,Southeast,        Chum,0.389261419
2007,Southeast,        Coho,1.322951824
2007,Southeast,Chinook,3.651143275
2007,Southeast,Sockeye,1.14321527
2007,Yukon,        Chum,0.222109242
2007,Yukon,        Coho,0.405661097
2007,Yukon,Chinook,3.67505202
2008,Alaska Peninsula,                             Pink,0.297253809
2008,Alaska Peninsula,        Chum,0.290194412
2008,Alaska Peninsula,        Coho,0.46872805
2008,Alaska Peninsula,Chinook,0.845474736
2008,Alaska Peninsula,Sockeye,0.842867725
2008,Bristol Bay,                             Pink,0.17453237
2008,Bristol Bay,        Chum,0.170812845
2008,Bristol Bay,        Coho,0.550692882
2008,Bristol Bay,Chinook,0.829118208
2008,Bristol Bay,Sockeye,0.750524959
2008,Cook Inlet,                             Pink,0.298344149
2008,Cook Inlet,        Chum,0.54156645
2008,Cook Inlet,        Coho,0.643634288
2008,Cook Inlet,Chinook,2.849544776
2008,Cook Inlet,Sockeye,1.256194741
2008,Kodiak,                             Pink,0.365922103
2008,Kodiak,        Chum,0.502376649
2008,Kodiak,        Coho,1.199563068
2008,Kodiak,Chinook,1.002164524
2008,Kodiak,Sockeye,1.194048144
2008,Prince William Sound,                             Pink,0.366086531
2008,Prince William Sound,        Chum,0.57801463
2008,Prince William Sound,        Coho,1.220362972
2008,Prince William Sound,Chinook,5.955212593
2008,Prince William Sound,Sockeye,1.687435901
2008,Southeast,                             Pink,0.37202301
2008,Southeast,        Chum,0.702188516
2008,Southeast,        Coho,1.644404353
2008,Southeast,Chinook,5.476911887
2008,Southeast,Sockeye,1.374811658
2008,Yukon,        Chum,0.515221543
2008,Yukon,        Coho,0.888639928
2009,Alaska Peninsula,                             Pink,0.228409563
2009,Alaska Peninsula,        Chum,0.233469979
2009,Alaska Peninsula,        Coho,0.3169955
2009,Alaska Peninsula,Chinook,0.92511138
2009,Alaska Peninsula,Sockeye,0.893711826
2009,Bristol Bay,                             Pink,0.071264744
2009,Bristol Bay,        Chum,0.17424461
2009,Bristol Bay,        Coho,0.560758759
2009,Bristol Bay,Chinook,0.889243722
2009,Bristol Bay,Sockeye,0.798155906
2009,Cook Inlet,                             Pink,0.226340613
2009,Cook Inlet,        Chum,0.399846293
2009,Cook Inlet,        Coho,0.78597114
2009,Cook Inlet,Chinook,2.5525234
2009,Cook Inlet,Sockeye,1.274910808
2009,Kodiak,                             Pink,0.257294201
2009,Kodiak,        Chum,0.438226755
2009,Kodiak,        Coho,0.608953743
2009,Kodiak,Chinook,0.684221178
2009,Kodiak,Sockeye,1.124175577
2009,Prince William Sound,                             Pink,0.259137374
2009,Prince William Sound,        Chum,0.556213343
2009,Prince William Sound,        Coho,1.29467085
2009,Prince William Sound,Chinook,4.602967892
2009,Prince William Sound,Sockeye,1.831830552
2009,Southeast,                             Pink,0.287002002
2009,Southeast,        Chum,0.565001029
2009,Southeast,        Coho,1.050859789
2009,Southeast,Chinook,3.219073161
2009,Southeast,Sockeye,1.23916352
2009,Yukon,        Chum,0.539286467
2009,Yukon,        Coho,0.84290406
2010,Alaska Peninsula,                             Pink,0.377280179
2010,Alaska Peninsula,        Chum,0.412740015
2010,Alaska Peninsula,        Coho,0.497607507
2010,Alaska Peninsula,Chinook,1.019172648
2010,Alaska Peninsula,Sockeye,1.230580042
2010,Bristol Bay,                             Pink,0.355491173
2010,Bristol Bay,        Chum,0.28369119
2010,Bristol Bay,        Coho,0.659652285
2010,Bristol Bay,Chinook,1.17504518
2010,Bristol Bay,Sockeye,1.066707904
2010,Cook Inlet,                             Pink,0.303999134
2010,Cook Inlet,        Chum,0.645194073
2010,Cook Inlet,        Coho,0.963683794
2010,Cook Inlet,Chinook,3.019775338
2010,Cook Inlet,Sockeye,1.670780871
2010,Kodiak,                             Pink,0.435022523
2010,Kodiak,        Chum,0.560222011
2010,Kodiak,        Coho,0.796908505
2010,Kodiak,Chinook,0.644604663
2010,Kodiak,Sockeye,1.417458188
2010,Prince William Sound,                             Pink,0.403838842
2010,Prince William Sound,        Chum,0.812877564
2010,Prince William Sound,        Coho,1.281522699
2010,Prince William Sound,Chinook,5.413100755
2010,Prince William Sound,Sockeye,2.018725672
2010,Southeast,                             Pink,0.404041633
2010,Southeast,        Chum,0.78843998
2010,Southeast,        Coho,1.300958654
2010,Southeast,Chinook,4.394923437
2010,Southeast,Sockeye,1.685681708
2011,Alaska Peninsula,                             Pink,0.405294785
2011,Alaska Peninsula,        Chum,0.510426673
2011,Alaska Peninsula,        Coho,0.601280185
2011,Alaska Peninsula,Chinook,1.065674596
2011,Alaska Peninsula,Sockeye,1.23967678
2011,Bristol Bay,                             Pink,0.287481184
2011,Bristol Bay,        Chum,0.37038919
2011,Bristol Bay,        Coho,0.744019033
2011,Bristol Bay,Chinook,1.041967841
2011,Bristol Bay,Sockeye,1.173925186
2011,Cook Inlet,                             Pink,0.416238705
2011,Cook Inlet,        Chum,0.701052971
2011,Cook Inlet,        Coho,0.781638458
2011,Cook Inlet,Chinook,3.091514113
2011,Cook Inlet,Sockeye,1.41512794
2011,Kodiak,                             Pink,0.46543732
2011,Kodiak,        Chum,0.690066765
2011,Kodiak,        Coho,0.817297179
2011,Kodiak,Chinook,0.89558528
2011,Kodiak,Sockeye,1.526097817
2011,Prince William Sound,                             Pink,0.485384399
2011,Prince William Sound,        Chum,0.86928705
2011,Prince William Sound,        Coho,1.150750731
2011,Prince William Sound,Chinook,5.567767203
2011,Prince William Sound,Sockeye,1.855514345
2011,Southeast,                             Pink,0.466700901
2011,Southeast,        Chum,0.935122074
2011,Southeast,        Coho,1.304665079
2011,Southeast,Chinook,4.044431065
2011,Southeast,Sockeye,1.615826982
2011,Yukon,        Chum,0.850780396
2011,Yukon,        Coho,0.932362554
2012,Alaska Peninsula,                             Pink,0.352100771
2012,Alaska Peninsula,        Chum,0.466190618
2012,Alaska Peninsula,        Coho,0.47589073
2012,Alaska Peninsula,Chinook,1.12361169
2012,Alaska Peninsula,Sockeye,1.260671226
2012,Bristol Bay,                             Pink,0.386163816
2012,Bristol Bay,        Chum,0.339529217
2012,Bristol Bay,        Coho,0.552512475
2012,Bristol Bay,Chinook,1.314001494
2012,Bristol Bay,Sockeye,1.175023337
2012,Cook Inlet,                             Pink,0.324783887
2012,Cook Inlet,        Chum,0.510985468
2012,Cook Inlet,        Coho,0.757891721
2012,Cook Inlet,Chinook,3.380551704
2012,Cook Inlet,Sockeye,1.458084545
2012,Kodiak,                             Pink,0.476966695
2012,Kodiak,        Chum,0.602313091
2012,Kodiak,        Coho,0.770933852
2012,Kodiak,Chinook,0.607417711
2012,Kodiak,Sockeye,1.472595113
2012,Prince William Sound,                             Pink,0.533672303
2012,Prince William Sound,        Chum,0.715038995
2012,Prince William Sound,        Coho,1.275167238
2012,Prince William Sound,Chinook,3.031957236
2012,Prince William Sound,Sockeye,1.82216823
2012,Southeast,                             Pink,0.481187814
2012,Southeast,        Chum,0.868208681
2012,Southeast,        Coho,1.434401844
2012,Southeast,Chinook,4.414524195
2012,Southeast,Sockeye,1.311312181
2012,Yukon,        Chum,0.677644531
2013,Alaska Peninsula,                             Pink,0.373193143
2013,Alaska Peninsula,        Chum,0.355347787
2013,Alaska Peninsula,        Coho,0.49818373
2013,Alaska Peninsula,Chinook,0.997110075
2013,Alaska Peninsula,Sockeye,1.662285305
2013,Bristol Bay,                             Pink,0.135543338
2013,Bristol Bay,        Chum,0.295646182
2013,Bristol Bay,        Coho,0.792199652
2013,Bristol Bay,Chinook,1.477415008
2013,Bristol Bay,Sockeye,1.608029416
2013,Cook Inlet,                             Pink,0.388589363
2013,Cook Inlet,        Chum,0.496591622
2013,Cook Inlet,        Coho,0.986590987
2013,Cook Inlet,Chinook,3.720014165
2013,Cook Inlet,Sockeye,2.18397101
2013,Kodiak,                             Pink,0.423149708
2013,Kodiak,        Chum,0.253959498
2013,Kodiak,        Coho,0.715776565
2013,Kodiak,Chinook,0.575273115
2013,Kodiak,Sockeye,1.820214762
2013,Prince William Sound,                             Pink,0.420307274
2013,Prince William Sound,        Chum,0.611222283
2013,Prince William Sound,        Coho,1.306589021
2013,Prince William Sound,Chinook,6.33842323
2013,Prince William Sound,Sockeye,2.45263107
2013,Southeast,                             Pink,0.431328774
2013,Southeast,        Chum,0.598757204
2013,Southeast,        Coho,1.475064768
2013,Southeast,Chinook,4.907975732
2013,Southeast,Sockeye,1.740644059
2013,Yukon,        Chum,0.684244277
2013,Yukon,        Coho,1.019822733
2014,Alaska Peninsula,                             Pink,0.265633154
2014,Alaska Peninsula,        Chum,0.408060558
2014,Alaska Peninsula,        Coho,0.477078026
2014,Alaska Peninsula,Chinook,0.888380029
2014,Alaska Peninsula,Sockeye,1.405517678
2014,Bristol Bay,                             Pink,0.237868458
2014,Bristol Bay,        Chum,0.405463716
2014,Bristol Bay,        Coho,0.837763237
2014,Bristol Bay,Chinook,1.324288347
2014,Bristol Bay,Sockeye,1.350011774
2014,Cook Inlet,                             Pink,0.259451342
2014,Cook Inlet,        Chum,0.563774658
2014,Cook Inlet,        Coho,0.845427693
2014,Cook Inlet,Chinook,3.745752182
2014,Cook Inlet,Sockeye,2.110825903
2014,Kodiak,                             Pink,0.331406125
2014,Kodiak,        Chum,0.52917413
2014,Kodiak,        Coho,0.673150983
2014,Kodiak,Chinook,0.96154782
2014,Kodiak,Sockeye,1.829619138
2014,Kotzebue,        Chum,0.555652334
2014,Prince William Sound,                             Pink,0.326681827
2014,Prince William Sound,        Chum,0.630638497
2014,Prince William Sound,        Coho,0.852880484
2014,Prince William Sound,Chinook,6.613740026
2014,Prince William Sound,Sockeye,2.419301157
2014,Southeast,                             Pink,0.294516383
2014,Southeast,        Chum,0.744127915
2014,Southeast,        Coho,1.36654754
2014,Southeast,Chinook,4.407763817
2014,Southeast,Sockeye,1.691715971
2015,Alaska Peninsula,                             Pink,0.186840004
2015,Alaska Peninsula,        Chum,0.310128083
2015,Alaska Peninsula,        Coho,0.366604144
2015,Alaska Peninsula,Chinook,0.546938763
2015,Alaska Peninsula,Sockeye,0.754449028
2015,Bristol Bay,                             Pink,0.064580175
2015,Bristol Bay,        Chum,0.302598605
2015,Bristol Bay,        Coho,0.391733411
2015,Bristol Bay,Chinook,0.561650166
2015,Bristol Bay,Sockeye,0.643073521
2015,Cook Inlet,                             Pink,0.22850465
2015,Cook Inlet,        Chum,0.436883128
2015,Cook Inlet,        Coho,0.648968559
2015,Cook Inlet,Chinook,2.895241614
2015,Cook Inlet,Sockeye,1.541719801
2015,Kodiak,                             Pink,0.245717182
2015,Kodiak,        Chum,0.381391623
2015,Kodiak,        Coho,0.384509542
2015,Kodiak,Chinook,0.680974292
2015,Kodiak,Sockeye,0.928101298
2015,Prince William Sound,                             Pink,0.23339196
2015,Prince William Sound,        Chum,0.605500998
2015,Prince William Sound,        Coho,0.772014871
2015,Prince William Sound,Chinook,5.756002695
2015,Prince William Sound,Sockeye,1.981967927
2015,Southeast,                             Pink,0.222460875
2015,Southeast,        Chum,0.594137089
2015,Southeast,        Coho,0.905418878
2015,Southeast,Chinook,4.073657571
2015,Southeast,Sockeye,1.143734513
2015,Yukon,        Chum,0.595812834
2015,Yukon,        Coho,0.699030793
2016,Alaska Peninsula,                             Pink,0.133475699
2016,Alaska Peninsula,        Chum,0.237677211
2016,Alaska Peninsula,        Coho,0.320746874
2016,Alaska Peninsula,Chinook,0.955049246
2016,Alaska Peninsula,Sockeye,1.02345135
2016,Bristol Bay,                             Pink,0.181238919
2016,Bristol Bay,        Chum,0.296821822
2016,Bristol Bay,        Coho,0.584667293
2016,Bristol Bay,Chinook,0.844770716
2016,Bristol Bay,Sockeye,0.95709042
2016,Chignik,                             Pink,0.214126616
2016,Chignik,        Chum,0.213639324
2016,Chignik,        Coho,0.253793614
2016,Chignik,Chinook,1.00043099
2016,Chignik,Sockeye,1.230981333
2016,Cook Inlet,                             Pink,0.18834817
2016,Cook Inlet,        Chum,0.37787008
2016,Cook Inlet,        Coho,0.776427135
2016,Cook Inlet,Chinook,3.03809377
2016,Cook Inlet,Sockeye,1.505058364
2016,Kodiak,                             Pink,0.472008133
2016,Kodiak,        Chum,0.33714056
2016,Kodiak,        Coho,0.783144294
2016,Kodiak,Chinook,0.905955084
2016,Kodiak,Sockeye,1.275414831
2016,Prince William Sound,                             Pink,0.456892771
2016,Prince William Sound,        Chum,0.626349636
2016,Prince William Sound,        Coho,1.472938189
2016,Prince William Sound,Chinook,6.202380959
2016,Prince William Sound,Sockeye,2.33349614
2016,Southeast,                             Pink,0.327025324
2016,Southeast,        Chum,0.697036021
2016,Southeast,        Coho,1.323011559
2016,Southeast,Chinook,5.783845054
2016,Southeast,Sockeye,1.314325667
2017,Alaska Peninsula,                             Pink,0.329663805
2017,Alaska Peninsula,        Chum,0.332518427
2017,Alaska Peninsula,        Coho,0.36487936
2017,Alaska Peninsula,Chinook,1.100083815
2017,Alaska Peninsula,Sockeye,1.193374563
2017,Bristol Bay,                             Pink,0.148062477
2017,Bristol Bay,        Chum,0.292291737
2017,Bristol Bay,        Coho,0.698228877
2017,Bristol Bay,Chinook,0.93694143
2017,Bristol Bay,Sockeye,1.310507147
2017,Chignik,                             Pink,0.407284138
2017,Chignik,        Chum,0.491793013
2017,Chignik,        Coho,0.355979537
2017,Chignik,Chinook,1.248899792
2017,Chignik,Sockeye,1.5016986
2017,Cook Inlet,                             Pink,0.322283274
2017,Cook Inlet,        Chum,0.62588999
2017,Cook Inlet,        Coho,1.055538893
2017,Cook Inlet,Chinook,3.8601404
2017,Cook Inlet,Sockeye,1.836468768
2017,Kodiak,                             Pink,0.428256089
2017,Kodiak,        Chum,0.573629701
2017,Kodiak,        Coho,0.835966157
2017,Kodiak,Chinook,0.765773175
2017,Kodiak,Sockeye,1.51273911
2017,Kotzebue,        Chum,0.441754372
2017,Prince William Sound,                             Pink,0.41072879
2017,Prince William Sound,        Chum,0.743092562
2017,Prince William Sound,        Coho,1.493481298
2017,Prince William Sound,Chinook,7.629933069
2017,Prince William Sound,Sockeye,2.639766928
2017,Southeast,                             Pink,0.416982354
2017,Southeast,        Chum,0.879310657
2017,Southeast,        Coho,1.559208869
2017,Southeast,Chinook,7.487619729
2017,Southeast,Sockeye,1.716860244
2017,Yukon,        Chum,0.566735079
2018,Alaska Peninsula,                             Pink,0.382421361
2018,Alaska Peninsula,        Chum,0.485354076
2018,Alaska Peninsula,        Coho,0.626939374
2018,Alaska Peninsula,Chinook,0.817634694
2018,Alaska Peninsula,Sockeye,1.634864504
2018,Bristol Bay,                             Pink,0.274471959
2018,Bristol Bay,        Chum,0.37101857
2018,Bristol Bay,        Coho,0.683646226
2018,Bristol Bay,Chinook,1.01874239
2018,Bristol Bay,Sockeye,1.598038119
2018,Chignik,        Chum,0.364327247
2018,Cook Inlet,                             Pink,0.427717492
2018,Cook Inlet,        Chum,0.715473593
2018,Cook Inlet,        Coho,1.021058639
2018,Cook Inlet,Chinook,3.562484205
